id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
1366058,"Central, spacious apartment (120m2 ) near IJ river",7220997,Anna&Marnix,,Oud-Noord,52.38295,4.9152,Entire home/apt,,2,71,2024-08-17,0.50,1,1,5,03630E862DF2E1D5B831
1375601,Modern & Light Houseboat near Vondelpark,7453922,Fauve,,De Baarsjes - Oud-West,52.36104,4.85778,Private room,,4,11,2023-05-22,0.31,1,0,0,0363 1E0B 01BF 5F89 ED82
1375612,Your own apartment on wheels,3040748,Henk,,Noord-Oost,52.39508,4.99186,Private room,87,2,216,2024-12-01,1.53,8,306,28,0363 2A6D 7C09 877D 715F
1377662,"Private room in big, cozy and light apartment",3607736,Elmar,,Bos en Lommer,52.37704,4.84606,Private room,,3,37,2020-02-16,0.26,2,0,0,0363 6182 608D 7182 A73D
1380019,Stunning Apartment with Canal View,7474002,Erica,,Centrum-Oost,52.37057,4.90795,Entire home/apt,248,3,2,2024-11-11,0.31,1,19,2,0363 579A F207 47E0 43D0
1383369,"Vintage, Stylish, Romantic close to city-center",7393137,Fenno,,Westerpark,52.38069,4.86826,Entire home/apt,,3,158,2025-01-02,1.12,1,1,10,0363 99A8 77BA 50A0 9478
1394668,B&Bio quiet/sun-room/elevator/welcoming,7538251,Joke,,De Baarsjes - Oud-West,52.37154,4.852,Private room,120,3,244,2024-10-20,1.73,1,26,15,0363 FC80 A9F3 EA65 1469
1397317,Monumental river-house + backyard,7547999,Taco,,De Pijp - Rivierenbuurt,52.35781,4.90529,Entire home/apt,566,3,48,2024-07-30,0.37,1,162,4,0363 7036 7392 AACF 2EA7
1398007,Amsterdam city centre appartment 155 m2.,7550463,Lisa,,Westerpark,52.38919,4.88846,Entire home/apt,,1,7,2019-10-27,0.07,1,0,0,0363 0296 6992 6BEF C1E9
1402541,Room with canal view in windmill area + free bikes,7570689,Wilma,,Centrum-Oost,52.36541,4.92481,Private room,99,2,786,2025-03-01,5.58,1,92,71,0363 D1EA 59A6 4734 5F8A
1408035,Family house in New-West Amsterdam.,2539835,Marie,,De Aker - Nieuw Sloten,52.34255,4.80578,Shared room,,3,36,2019-05-01,0.27,1,0,0,0363E200135D97823467
1416213,Penthouse with amazing view,864883,Freyke,,Slotervaart,52.36361,4.84475,Entire home/apt,180,5,17,2019-08-06,0.12,1,26,0,0363 5E6E 7151 55E5 2291
1427610,Spacious house in Amsterdam,7677579,Aukje,,Geuzenveld - Slotermeer,52.38277,4.80351,Entire home/apt,,5,6,2023-08-06,0.11,1,0,0,0363 316D 14AF 5201 F18F
1429701,"Quiet Gem, lovely B&B in the Heart of Amsterdam",1610324,Ayla & Jake,,Centrum-West,52.38598,4.89164,Entire home/apt,153,2,531,2025-02-23,3.77,1,92,65,0363 2E56 D098 5486 6005
1432378,Bright & stylish with roof terrace,7681233,Jacqueline,,De Baarsjes - Oud-West,52.362388950202785,4.862015320349852,Entire home/apt,,3,33,2024-10-28,0.25,1,0,2,0363F8D96D0B400DC2F4
1443515,Modern apartment incl. private rooftop terrace,7621004,Wouter,,Oostelijk Havengebied - Indische Buurt,52.36381,4.93857,Entire home/apt,328,5,21,2023-10-05,0.15,1,0,0,0363 C1DA 41E1 C6AC B23E
1447217,Cozy & clean bedroom with bicycles to rent.,7767867,Martijn & Betina,,Bos en Lommer,52.37591,4.8479,Private room,86,4,313,2025-01-21,2.25,1,15,19,0363 D931 EAD5 9DB2 0FF7
1448920,bright modern apartment in Westerpark,1657577,Hendrik,,Westerpark,52.38299,4.87374,Entire home/apt,,3,11,2019-10-23,0.08,1,0,0,0363 10FC 04C9 2539 8089
1454784,"Cosy apartment Amsterdam, de pijp",6681879,Kalina,,De Pijp - Rivierenbuurt,52.35229,4.89105,Entire home/apt,220,4,55,2025-01-01,0.43,1,60,7,0363 FFBA C860 992F 1083
1468473,Apartement with roof terrace,4355186,Nanne,,Bos en Lommer,52.37563,4.85014,Entire home/apt,161,3,141,2024-10-03,1.01,1,2,3,0363 328E EE2F 0052 DE5E
1482038,Amazing Amsterdam Canalside Loft,7928859,Mark,,Centrum-West,52.37938,4.89036,Private room,,3,69,2020-03-08,0.54,1,0,0,0363 D2AC 6396 0692 4B90
1482851,Great room with adjacent bathroom w,3877342,Nicole,,Westerpark,52.37993,4.8683,Private room,155,2,138,2025-02-16,1.00,3,84,31,0363 96BE 3082 7DDB 9575
1484348,Bohemian apt with garden near RAI!,6126617,Wendy,,De Pijp - Rivierenbuurt,52.34903,4.89508,Entire home/apt,212,5,77,2024-10-11,0.58,1,12,4,0363 4F0E AB2D 8846 4CEA
1505436,Large bright apt w. roofterrace,3671340,Fleur,,De Baarsjes - Oud-West,52.36876,4.86759,Entire home/apt,400,7,38,2023-08-25,0.27,1,69,0,0363 E2BF 0DEA 5B8A 9353
1511360,"Comfy, cosy garden apartment near Vondelpark",8071702,Anne,,De Baarsjes - Oud-West,52.3603,4.86692,Entire home/apt,160,2,93,2025-02-23,0.70,1,22,6,0363 B3AB 7996 C5BE CEBA
1514368,LUNA'S HIDEAWAY,3899684,City Apartments,,Centrum-Oost,52.361286,4.893265,Private room,304,3,54,2024-02-27,0.39,4,230,0,0363 DBBC CFB8 3911 D735
1517398,Modern apartment in Westerpark,8101051,Carla,,Westerpark,52.38459,4.88058,Entire home/apt,108,3,84,2023-04-16,0.61,1,0,0,0363 ABAC 07FA 2F29 8CF2
1521776,Spacious & sunny apartment with nice roof terrace,4878850,Esther,,De Baarsjes - Oud-West,52.3744,4.85936,Entire home/apt,,4,35,2023-04-12,0.25,1,0,0,0363 ACC3 085C 2F13 E28C
1524993,Gezellig huis midden in De Jordaan,8136794,Yvonne,,Centrum-West,52.37638,4.88217,Entire home/apt,225,2,101,2025-01-20,0.72,2,1,7,0363 A257 6CF1 7516 69A5
1532428,Unique Jordaan canal apartment with view & terrace,7515735,Rogier,,Centrum-West,52.37081,4.88379,Entire home/apt,,3,21,2023-09-24,0.15,1,0,0,0363 4C87 2D91 DF06 54AC
1534317,Room quiet neighborhood nr centre Amsterdam,3498674,Nadia,,Geuzenveld - Slotermeer,52.38399,4.83583,Private room,92,4,360,2024-10-28,2.77,2,337,25,0363 E7AB 3034 7C9C 1348
1534620,Special canal house Amsterdamcenter,6839428,Mas,,Centrum-West,52.37862,4.89181,Entire home/apt,225,3,39,2024-08-14,0.28,1,74,4,0363 97FC 28F5 E0B9 CA9B
1537852,Great house with garden near Vondelpark and centre,8192727,Judith,,De Baarsjes - Oud-West,52.36268,4.86834,Entire home/apt,,4,15,2024-01-01,0.11,1,0,0,0363 76FD 1A68 DCA8 3348
1558627,Modern Family House in OudZuid,8296118,Arnoldus Antonio,,Zuid,52.3481,4.85904,Entire home/apt,,2,26,2019-07-27,0.19,1,0,0,0363 4704 C30A 72B8 6948
1567732,Romantic/Retro Apartment in Center,1259411,Ioana,,De Pijp - Rivierenbuurt,52.35821,4.88871,Entire home/apt,194,4,95,2024-11-24,0.68,1,167,3,0363 1FAA FB45 1D41 9588
1567891,Entire home with lovely garden,4380449,Johan,,Zuid,52.34813,4.84794,Entire home/apt,162,3,93,2025-01-02,0.67,1,139,4,0363 0028 65CA 8FCA 23B3
1577065,Cosy apartment in Old West close to city center,6383528,Rens,,De Baarsjes - Oud-West,52.37233,4.85786,Entire home/apt,,4,12,2024-11-18,0.09,1,0,3,0363 AC8D 4439 AE1D 01C0
1580186,Houseboat on Prinsengracht Jordaan,8405599,Johan,,Centrum-West,52.3798,4.88726,Entire home/apt,,30,139,2024-11-02,1.00,1,0,4,0363 DEA1 EDEC 3406 1451
1586071,100% Legal studio w. kitchen/shower/WC,8447951,Maartje,,Bos en Lommer,52.3825,4.85645,Private room,,4,45,2022-11-17,0.32,1,0,0,0363 D252 E58D DC05 2020
1601408,SUPERB LOFT NEAR CENTER WITH GARDEN ❤️,8534655,Ella,,De Pijp - Rivierenbuurt,52.3552,4.89161,Entire home/apt,404,3,305,2024-12-29,2.20,1,221,21,Exempt
1603794,"urban city apartment, Amsterdam",4173309,Niels,,Centrum-West,52.37633,4.89259,Entire home/apt,,3,83,2024-12-31,0.72,1,2,4,0363 8D2C 27EE E3F9 43B8
1605387,Cozy 2 room grndfloor apartment - 45 sq metre,1125467,Rudolf,,Oostelijk Havengebied - Indische Buurt,52.36333,4.93846,Entire home/apt,,3,30,2022-10-23,0.21,1,0,0,0363 5C20 4F68 F913 557E
1610986,Cosy Loft in Amsterdam City Centre,8578849,Eva,,Centrum-Oost,52.3649,4.88613,Entire home/apt,276,2,54,2025-01-02,0.39,1,288,3,0363 DAA2 2359 65EE DFBE
1620658,The perfect place to unwind,5004150,Katja,,Oud-Oost,52.34933,4.91314,Entire home/apt,,3,43,2023-10-07,0.31,1,0,0,0363 ACD1 A0EF 319E 494C
1630438,Cosy and quiet room near RAI,8664912,Janet,,De Pijp - Rivierenbuurt,52.34292,4.89445,Private room,94,2,394,2025-02-14,2.85,1,186,40,0363 0371 CF78 0958 7FB3
1630603,Charming quite room with fast Wifi,1899420,Rosie,,Zuid,52.34736,4.87546,Private room,116,1,567,2025-01-05,4.07,2,92,47,03636DA0823945F2FF59
1631878,2 floor penthouse in city center,8670477,C.,,Zuid,52.36079,4.88298,Entire home/apt,475,6,73,2024-04-20,0.52,1,365,2,036305B99DAC2C857F36
1639387,"Big house near center, garage+bikes",6212243,Yvette,,Oostelijk Havengebied - Indische Buurt,52.37074,4.95286,Entire home/apt,,2,3,2014-01-04,0.02,1,0,0,0363 6FCB 90E5 250A 5190
1645011,Old City Center Luxury Loft (17th C.),8729867,Dafna,,Centrum-Oost,52.36063,4.89241,Entire home/apt,,3,63,2024-01-03,0.49,1,0,0,0363 074A BADE 657F 713B
1645571,Fantastic Area - Stunning Garden & Appartment,1011032,Abel,,De Pijp - Rivierenbuurt,52.35217,4.895,Entire home/apt,400,3,26,2024-08-15,0.19,1,31,2,0363 D3E1 EBF3 718B E748
1649932,Canalhouse on prime location in city centre,7915637,Catta,,Centrum-Oost,52.36307,4.89709,Entire home/apt,,4,8,2021-10-18,0.09,1,0,0,0363 A709 D151 8FD6 6925
1657879,City Apartment @vondelpark + wifi,8787804,Christiaan,,De Baarsjes - Oud-West,52.35811,4.85707,Entire home/apt,,6,12,2017-10-17,0.09,1,0,0,0363 2DEE FA66 D7B9 6E89
1662676,"Cozy 1 BD, centre of Amsterdam",8692172,Sarah-Jane,,Centrum-West,52.37976,4.88293,Entire home/apt,,15,20,2018-09-01,0.14,1,0,0,0363 6E46 F8C2 69A6 22E4
1677381,Exclusive Private Room Canalhouse I,8873574,Jillis & Cristina,,Centrum-West,52.3798,4.89058,Private room,125,2,595,2025-01-26,4.28,1,20,80,0363 F257 B392 EA9C E494
1708187,Cosy appartment in 'de pijp',9012822,Jelle,,De Pijp - Rivierenbuurt,52.35131,4.88742,Entire home/apt,180,5,46,2025-02-12,0.35,1,45,5,0363 E855 8561 7FF5 0961
1708637,BnBJaponica-Tiny apartment-private bathroom&toilet,6673155,Ellen,,De Pijp - Rivierenbuurt,52.35428,4.90005,Private room,109,3,351,2025-02-24,2.65,1,286,45,0363 B045 CEA6 5CEE D2AF
1713147,spacious & beautiful FAMILY house,9035487,Sjouke Julia,,De Pijp - Rivierenbuurt,52.33917,4.89633,Entire home/apt,303,7,23,2023-02-28,0.17,1,61,0,0363 2B55 CF33 42C9 AC00
1713474,Amsterdam School Building,7356864,Robert Justin,,De Baarsjes - Oud-West,52.36262,4.86174,Entire home/apt,,1,289,2020-08-31,2.44,1,59,0,0363 EDA2 65F7 796F EA41
1723463,Spacious appt perfect for family's (max 4 adults),8329753,Tessa,,Watergraafsmeer,52.35317,4.93806,Entire home/apt,,5,22,2020-01-04,0.16,1,0,0,0363 D4A2 3199 63AA CC18
1723551,Room in the heart of Amsterdam,9085127,Edith,,Centrum-Oost,52.36573,4.88159,Private room,,3,480,2025-02-23,3.58,1,2,17,0363 A415 EE02 8AB5 569A
1731246,Unique apartment in Amsterdam,9121131,Bastiaan,,De Pijp - Rivierenbuurt,52.35345,4.89037,Entire home/apt,450,3,48,2023-09-19,0.36,1,47,0,0363 F28A B2AF 8BD6 9A01
1733772,"Houseboat in nature, 15 minutes from C. Station.",9133729,Henk,,Oud-Noord,52.38772,4.93933,Entire home/apt,291,6,121,2024-08-26,0.88,1,94,10,0363 74D8 6201 CFDF 419F
1734564,Beautiful Stylish Apartment on Canal Citycentre,9136787,Cornelie,,Centrum-West,52.37318,4.88886,Entire home/apt,,3,73,2024-11-24,0.53,1,0,2,0363 266F B6EE E8BE 9E1F
1734582,Completely renovated stylish apt Amsterdam West,9136823,Maike,,De Baarsjes - Oud-West,52.37381,4.85761,Entire home/apt,,3,51,2024-08-29,0.53,1,0,3,0363 B450 4FC7 C29F DF1A
1734769,Spacious 3 bedroom apartement.,9137568,Edwin,,Geuzenveld - Slotermeer,52.37346,4.83449,Entire home/apt,529,5,62,2024-10-21,0.46,1,7,6,036323F628821072356D
1766570,Rembrandt van Rijn apartment canal view,9282300,Dutch Masters,,Centrum-Oost,52.3643,4.88867,Entire home/apt,361,7,10,2024-12-12,0.15,9,162,6,0363 79DC B9E4 77B4 E498
1767048,Parkview Apartment with sunny balcony,9287447,Gert,,De Baarsjes - Oud-West,52.37272,4.84985,Entire home/apt,,5,72,2024-08-25,0.52,1,0,5,0363 1BF7 57FE DB70 CA55
1767627,Lovely apartment close to the centre,4215680,Eva,,Westerpark,52.39032,4.88113,Entire home/apt,125,2,4,2024-12-29,0.06,1,6,2,0363 A883 AFF4 4127 99BC
1771760,B&B room green and bright!,2205770,Vibeke,,Bos en Lommer,52.38278,4.85254,Private room,61,4,366,2025-02-24,2.65,1,6,39,0363 527A B1FA 9CC0 0A35
1783461,Bright and happy family home,2117711,Monica,,Oud-Oost,52.35817,4.91958,Entire home/apt,,2,11,2023-09-01,0.08,1,0,0,0363 CFFA 44C3 99D4 4317
1786144,a room with a view in Amsterdam,620111,Minou,,Centrum-Oost,52.37087,4.91014,Private room,131,2,264,2025-02-16,2.39,1,135,59,0363D66BC4693DCFF908
1791751,Modern spacious two floor apartment with garden,9400716,Casper & Carolien,,Bos en Lommer,52.384147,4.8491909,Entire home/apt,340,3,10,2024-08-14,0.32,1,4,6,0363 1E65 A713 90A4 9430
1792271,Spacious Apartment near Westerpark,4976553,Ivo,,Westerpark,52.39051,4.87076,Entire home/apt,236,3,45,2024-10-21,0.33,1,171,5,0363 6CF9 6C58 8288 E182
1793971,NoorderPark,9412285,Ana,,Oud-Noord,52.39285,4.92456,Entire home/apt,131,2,275,2025-02-16,2.08,1,207,59,0363 D1C4 D148 8809 2723
1797364,Modern and exclusive room with free PP and bikes,9426449,Gabriel,,Slotervaart,52.35896,4.81951,Private room,86,2,420,2025-02-15,3.20,3,230,58,0363 66B3 2EA3 86CC 258C
1798944,Centre Ams - Welcome to your Home away from Home,8691762,Mart,,Centrum-West,52.38778,4.88848,Private room,75,3,392,2025-03-02,3.05,1,248,53,0363 8511 7936 FDC3 CBF9
1798945,Beautiful & Well-located Canalhouse,9434039,Mark,,Centrum-Oost,52.36314010620117,4.89803409576416,Entire home/apt,360,3,105,2024-09-22,0.85,1,37,4,0363 635A 1EBE 9B10 03B4
1812527,Spacious family home in Amsterdam (families only),4416629,Sarah,,Watergraafsmeer,52.34825,4.93682,Entire home/apt,135,2,13,2019-08-14,0.10,1,0,0,03630B7C8476E7255ACC
1812581,Family Friendly with lift,1325697,Elizabeth,,De Baarsjes - Oud-West,52.36679,4.86016,Entire home/apt,500,4,29,2024-05-04,0.21,1,60,1,0363 1D50 F33F DDFB CDA5
1814121,Amsterdam windmill,9502480,Roel,,Osdorp,52.36709,4.79332,Private room,148,2,964,2025-01-01,6.98,1,334,33,0363 9A2B 98EB C320 85D8
1825214,Beautiful two floor penthouse,7234260,Miguel,,Westerpark,52.38922,4.88043,Entire home/apt,219,2,7,2024-09-12,0.30,1,347,5,0363 2E94 2C7E 4E1D A6CD
1825443,Modern Apt in Relaxed/Quiet Area,4405873,Remon,,Watergraafsmeer,52.3538,4.93565,Entire home/apt,,5,1,2025-01-17,0.65,1,0,1,0363 D2E3 F173 969E D6B8
1828391,"Great house, 10 min to Centre",9566467,Pien,,Noord-West,52.40294,4.90568,Entire home/apt,,3,25,2023-08-15,0.24,1,0,0,0363 E1C3 0FD4 CE32 1126
1830345,Luxury apt in central Amsterdam,3347747,Nick,,Centrum-Oost,52.36192,4.88681,Entire home/apt,,2,55,2024-12-25,0.41,2,0,5,0363 F185 30B9 E11F 3216
1831427,Nice top floor Appartment in Centre,7803724,Sten,,Centrum-Oost,52.3692,4.92534,Entire home/apt,170,4,16,2025-02-15,0.13,1,113,4,0363 A767 161E 5261 C455
1845443,Amazing apartment with canal view!,9641407,Joni,,Westerpark,52.37381,4.87296,Entire home/apt,,2,69,2024-04-01,0.51,1,0,1,0363 69D6 D9FE 3597 A949
1848312,"Stijlvol appartement, begane grond, nabij centrum",9654680,Jelte,,De Baarsjes - Oud-West,52.36608,4.86301,Entire home/apt,,5,7,2024-09-15,0.21,1,0,3,0363 A214 F416 A29C 9227
1848477,"Great apt Pijp, next to Rijksmuseum",3509817,Aldo,,De Pijp - Rivierenbuurt,52.35664,4.8899,Entire home/apt,,7,26,2024-02-04,0.19,1,0,0,0363 153D AFFF 5A36 8B31
1849652,Unique & Spacious House | Near City Center,9660687,Sander,,Westerpark,52.39461,4.87817,Entire home/apt,,3,2,2025-01-03,0.31,1,0,2,0363 A7EE 9ADC A9CD F7EB
1849795,"Real Dutch, Cozy & Gezellig for 2 @ City Centre",6813652,Annemarie,,Centrum-West,52.37291,4.88124,Entire home/apt,,3,38,2018-12-16,0.28,1,0,0,0363 468D 80A5 C40B A525
1859255,Elegant royal room with private bathroom and bikes,9426449,Gabriel,,Slotervaart,52.35896,4.81951,Private room,86,2,453,2025-02-14,3.47,3,250,48,036366B32EA386CC258C
1863996,Cosy Apartment near westerpark,9720300,Bronte,,Bos en Lommer,52.38324,4.85573,Entire home/apt,,3,78,2017-01-03,0.59,1,0,0,0363 1BEF 5CB6 04AC EE72
1886198,Colorful and spacious apartment in great area,517541,Anna,,Oud-Oost,52.35977,4.90936,Entire home/apt,180,2,92,2024-06-30,0.70,1,39,5,0363 0513 46C8 4192 7BE8
1889863,"Sunny side of Amsterdam, Westerpark",4197303,Viola & Daniel,,Centrum-West,52.38754,4.88702,Entire home/apt,,14,99,2024-06-29,0.73,1,0,1,0363 D060 EE07 7AEB 36F8
1892532,Spacious and luxurious apartment in trendy East!,7134355,Michiel,,Oud-Oost,52.36095,4.92986,Entire home/apt,,5,31,2019-06-25,0.24,2,0,0,036343703AC1597DC16A
1894944,Beautiful apartment in a prime location!,9846631,Jesse,,De Pijp - Rivierenbuurt,52.35582,4.89172,Entire home/apt,450,2,51,2025-01-11,0.39,1,327,4,0363 89F7 3433 3B17 EA56
1901845,"2 very clean, cozy and private Rooms for max.4 P.",9426449,Gabriel,,Slotervaart,52.35896,4.81951,Private room,207,2,56,2024-12-20,0.42,3,201,5,036366B32EA386CC258C
1901877,Comfortable bedroom in 9 streets,9874890,Eduard,,Centrum-West,52.37104,4.88724,Private room,152,3,456,2024-12-01,3.43,1,256,33,0363 4F70 EC1C 3A3A E4D8
1904291,Bright Waterfront Studio Apartment,8612814,Laura,,Westerpark,52.38914,4.88525,Entire home/apt,,3,99,2025-01-03,0.73,1,0,2,0363 0702 62D2 4796 2281
1911182,Comfortable room - central + WIFI,7679262,Marijke,,Oostelijk Havengebied - Indische Buurt,52.36373,4.93306,Private room,81,1,356,2025-02-02,2.68,1,133,13,0363 EA1D 91DF 6B00 366A
1912704,Luxury studio on the Herengracht,9920818,Hans,,Centrum-West,52.36991,4.88717,Entire home/apt,221,3,87,2024-12-02,0.81,1,103,23,0363 BA68 C48B 0277 86B0
1914964,17th Century Monumental House with Garden,8982547,Martine,,Centrum-West,52.38659,4.8895,Entire home/apt,616,300,28,2017-09-24,0.21,2,364,0,0363 7C32 C932 83D2 F5D8
1919184,canal-view flat (cozy minimalist style),9948828,Ian,,De Baarsjes - Oud-West,52.36676,4.86285,Entire home/apt,244,1,85,2025-02-02,0.71,1,27,4,0363 02B3 8EBB 07FF 2A02
1921050,Canalhouse : Room in 200m2 shared House,9957140,Max,,Centrum-West,52.37266,4.89701,Private room,151,30,33,2024-06-17,0.25,1,329,3,0363 A045 5DBD A58D 6ECF
1927634,"Space&privacy in the city! Canoes, bicycles, SUP!",9314105,Bauke,,Oostelijk Havengebied - Indische Buurt,52.36807,4.93449,Entire home/apt,,3,44,2024-10-21,0.34,1,0,4,0363 EBD7 F3AC ED84 B43E
1928474,"NDSM Amsterdam North, for families",9988208,Erik,,Noord-West,52.4069,4.90168,Entire home/apt,214,5,17,2024-12-29,0.13,1,30,2,0363 A153 4C5C 357B FF52
1929777,** PERFECT location: metro Europaplein - 2 BR**,9790923,Jantine,,De Pijp - Rivierenbuurt,52.34383,4.89273,Entire home/apt,,3,29,2019-06-02,0.28,1,0,0,0363 1CAB A7D8 7A38 5AD0
1937458,Beautiful design apt with ☀️ garden in lovely BoLo!,3632839,Ernestien,,Bos en Lommer,52.38393,4.84977,Entire home/apt,153,2,11,2024-08-10,0.14,1,5,1,0363 14FC CF86 BA6F ED1B
1937894,Beautiful Houseboat Centre/ Jordan,2395124,Emma,,Centrum-West,52.37923,4.88388,Entire home/apt,280,2,47,2024-05-27,0.36,3,13,1,0363 5B27 D5B8 A827 40F3
1938510,Stay in Amsterdam like a local.,3576012,Sheryl,,Oostelijk Havengebied - Indische Buurt,52.36407,4.94169,Entire home/apt,249,3,104,2024-06-28,0.79,1,6,7,0363 0CDE EC72 0655 C3A4
1943465,lovely houseboat with large terrace,10052583,Rob,,De Baarsjes - Oud-West,52.365177154541016,4.869557857513428,Entire home/apt,,5,41,2023-07-28,0.31,1,0,0,0363 4B03 E41E 737F 21DF
1954182,Oud-West/Jordaan with canal view,9905351,Erik,,De Baarsjes - Oud-West,52.36984,4.87213,Entire home/apt,,14,10,2015-07-08,0.07,1,0,0,0363 9D24 08C0 79BE 577D
1954308,Charming apartment!,9732994,Ellen,,De Baarsjes - Oud-West,52.37484,4.86096,Entire home/apt,130,4,76,2020-02-05,0.58,1,0,0,0363 C43A 2DA6 3981 09B3
1957337,Amst (2-4p) - familyhouse for art & design lovers,10117243,Bob,,Oud-Oost,52.35818,4.91959,Entire home/apt,,6,9,2022-07-29,0.09,1,90,0,0363AB052F8AEC739983
1964479,Spacious apartment in vibrant neighbourhood,4651226,Maarten,,Oud-Noord,52.38745,4.91972,Entire home/apt,900,3,7,2023-10-27,0.08,1,173,0,036335ADDF93C13BC4E8
1977828,Spacious apt 15 min from center,7573668,Jurjen,,Bos en Lommer,52.37567,4.85533,Entire home/apt,,5,24,2024-07-26,0.18,1,0,2,0363 E00D 94F0 7A6A 0513
1986478,Cosy appartment near vondelpark.,10247431,Kiki,,Zuid,52.351593625824215,4.850583408148314,Entire home/apt,411,7,0,,,1,358,0,0363 1E66 CD3F 5C11 779A
1994336,Private stylish apartment with garden in the Pijp,9447620,Stefanie,,De Pijp - Rivierenbuurt,52.35254,4.88886,Entire home/apt,,1,65,2024-06-18,0.70,1,0,11,0363 E237 A14C 9765 C57A
2005996,"Vondelhouse, guestroom 2",7261788,Wilbert,,De Baarsjes - Oud-West,52.36137,4.8665,Private room,132,2,609,2024-10-21,4.63,1,337,54,0363 EBE6 3294 79F6 E33C
2015074,Cozy canal view flat museum area - de pijp,7999104,Simon,,De Pijp - Rivierenbuurt,52.35539,4.88758,Entire home/apt,238,2,104,2023-08-11,0.77,1,49,0,0363 3BA3 BED0 8928 F244
2016153,Central & spacious design loft in museum district,2740598,Florine,,De Pijp - Rivierenbuurt,52.35808,4.89101,Entire home/apt,190,4,72,2020-02-22,0.53,1,245,0,0363 8092 E65F 5585 2CA7
2018017,Quiet and cozy attic room in centre,8993151,Dinos,,Centrum-Oost,52.37125,4.90529,Private room,,2,75,2024-12-14,0.56,1,0,2,0363 344D 2C17 4484 CBC8
2047730,Romantisch 2 kamer appartement,10497718,Jan En Andrea,,Watergraafsmeer,52.34271,4.92485,Private room,,3,38,2017-07-25,0.29,1,0,0,0363 8D9F FB72 0836 0339
2070211,Cosy ap. Amsterdam (near Vondelpark) for families,10585553,Joost,,Zuid,52.34976,4.84908,Entire home/apt,209,2,142,2019-11-03,1.04,1,29,0,036343180D5713FE9299
2073678,Large family house with garden,10600507,Jair,,Noord-Oost,52.39668,4.95533,Entire home/apt,,7,12,2023-08-19,0.15,1,0,0,0363 76C4 D85E 9779 B197
2074047,Canal apartment with good rates,1526936,Eva,,Westerpark,52.37292,4.87225,Entire home/apt,,6,82,2023-04-30,0.60,1,0,0,0363 AF80 5BDA 68B0 5D29
2080427,Cosy apartment near the centre,10628928,Nienke,,Oud-Oost,52.3522,4.91484,Entire home/apt,176,7,19,2021-10-22,0.14,1,32,0,0363 FD7A C017 A718 AD0A
2084758,"Sunny, classic and modern appartment in De Pijp",10122091,Coenraad Guido Willem,,De Pijp - Rivierenbuurt,52.35151,4.88881,Entire home/apt,,2,17,2018-10-23,0.14,1,0,0,0363 C286 F074 20E7 C686
2088011,"Characteristic, Sunny and Colourful Apartment",3476261,Gayle,,Oud-Oost,52.36136,4.92817,Entire home/apt,,3,36,2024-06-26,0.38,1,0,1,0363 5E89 6023 6F44 F4B3
2090727,"Cozy app. in Amsterdam, de Pijp",10670531,Wouter,,De Pijp - Rivierenbuurt,52.35155,4.89179,Entire home/apt,,3,41,2020-02-02,0.31,1,0,0,0363 4943 5062 A5BD 9DB1
2097548,"Lovely quiet fam house & garden,10 min from centre",3188453,Mark,,Noord-West,52.40325,4.91954,Entire home/apt,182,3,34,2024-08-13,0.25,1,4,2,036362AB416FEDAE3E27
2137009,"3st house 10 min from centre, perfect for families",7781394,Edward,,Oud-Noord,52.39188,4.9264,Entire home/apt,,6,4,2023-08-12,0.06,1,0,0,0363 885F 8650 2280 1468
2137635,City center apartment,72249,Hanneke,,Centrum-West,52.36581,4.87951,Entire home/apt,372,2,32,2024-09-29,0.24,1,269,6,0363 2C86 CDC3 D5F6 DCA9
2144304,Hudge house close to Vondelpark,10945068,Lodewijk & Esther,,Zuid,52.35289,4.87731,Entire home/apt,583,3,34,2025-02-13,0.29,1,20,9,0363 2529 B8A2 B7F6 D3EA
2144308,"Light apartment, free parking",10945099,Jeanine,,Noord-West,52.41278,4.91917,Entire home/apt,,3,19,2022-03-06,0.20,1,0,0,0363 290C 1C29 D34A 7A69
2148417,Nice apartment near City Center,10965305,Roos,,De Baarsjes - Oud-West,52.37429,4.86268,Entire home/apt,300,3,95,2024-10-21,0.79,1,173,7,0363 738D D17C 3517 E38A
2174515,Unique cool Houseboat in Citycentre,2395124,Emma,,Centrum-West,52.37847,4.88475,Entire home/apt,309,2,67,2024-04-02,0.50,3,13,1,03635B27D5B8A82740F3
2175600,Lovely loft next to the Vondelpark,6630741,Marie-Sophie,,Zuid,52.35469,4.85663,Entire home/apt,245,1,122,2024-11-20,0.93,1,160,6,0363 593F 238D 5632 9CFC
2224903,"Sunny family app w garden, n center",11353909,Lot,,Oud-Oost,52.35639,4.91596,Entire home/apt,319,4,30,2024-08-02,0.23,1,262,4,0363BE415AA5CCF7376D
2234721,"Cosy, calm and off hip-area",11408530,Mayya,,Oostelijk Havengebied - Indische Buurt,52.36848,4.9415,Entire home/apt,,10,7,2023-08-27,0.05,1,0,0,0363 7092 4598 FA4A 598F
